S_N,Site_Name,Site_ID,LAT,LONG,MCC,MNC,Cell_Name,LAC,Cell_ID,NEAREST_FACILITY,Site_ID,Site_RName,Cell_Name
116,,,8.486009,-13.2363,619,1,,10003,2184,"Connaught Hospital Mortuary(Hospital),Kroo Bay(CHC),Wesleyan Clinic(CHP),Parliament(CHP),Mambo (CHP)",SL0007,Electricity House,UELECTM
117,,,8.486009,-13.2363,619,1,,10003,2185,"Connaught Hospital Mortuary(Hospital),Kroo Bay(CHC),Wesleyan Clinic(CHP),Parliament(CHP),Mambo (CHP)",SL0007,Electricity House,UELECTN
118,,,8.486009,-13.2363,619,1,,10003,2186,"Connaught Hospital Mortuary(Hospital),Kroo Bay(CHC),Wesleyan Clinic(CHP),Parliament(CHP),Mambo (CHP)",SL0007,Electricity House,UELECTP
119,,,8.486009,-13.2363,619,1,,10003,2187,"Connaught Hospital Mortuary(Hospital),Kroo Bay(CHC),Wesleyan Clinic(CHP),Parliament(CHP),Mambo (CHP)",SL0007,Electricity House,UELECTX
120,,,8.486009,-13.2363,619,1,,10003,2188,"Connaught Hospital Mortuary(Hospital),Kroo Bay(CHC),Wesleyan Clinic(CHP),Parliament(CHP),Mambo (CHP)",SL0007,Electricity House,UELECTY
121,,,8.486009,-13.2363,619,1,,10003,2189,"Connaught Hospital Mortuary(Hospital),Kroo Bay(CHC),Wesleyan Clinic(CHP),Parliament(CHP),Mambo (CHP)",SL0007,Electricity House,UELECTZ
122,,,7.85709,-11.21724,619,1,,26000,20081,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,KAMBOI1
123,,,7.85709,-11.21724,619,1,,26000,20082,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,KAMBOI2
124,,,7.85709,-11.21724,619,1,,26000,20083,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,KAMBOI3
125,,,7.85709,-11.21724,619,1,,36000,8111,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBII
126,,,7.85709,-11.21724,619,1,,36000,8112,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBIJ
127,,,7.85709,-11.21724,619,1,,36000,8113,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBIK
128,,,7.85709,-11.21724,619,1,,36000,8114,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBIM
129,,,7.85709,-11.21724,619,1,,36000,8115,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBIN
130,,,7.85709,-11.21724,619,1,,36000,8116,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBIP
131,,,7.85709,-11.21724,619,1,,36000,8117,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBIX
132,,,7.85709,-11.21724,619,1,,36000,8118,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBIY
133,,,7.85709,-11.21724,619,1,,36000,8119,"Degbuama(MCHP),Gbo Kakajama 2 MCHP(MCHP),African Muslim Agency Clinic Kenema(Clinic),Koyagema(MCHP),Gbo Lambayama 2 MCHP(MCHP)",SL0008,Kamboi Hill,UKAMBIZ
134,,,7.878302,-11.190531,619,1,,26000,20091,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,HANGHA1
135,,,7.878302,-11.190531,619,1,,26000,20092,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,HANGHA2
136,,,7.878302,-11.190531,619,1,,26000,20093,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,HANGHA3
137,,,7.878302,-11.190531,619,1,,36000,134,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,UHANGHM
138,,,7.878302,-11.190531,619,1,,36000,135,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,UHANGHN
139,,,7.878302,-11.190531,619,1,,36000,136,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,UHANGHP
140,,,7.878302,-11.190531,619,1,,36000,137,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,UHANGHX
141,,,7.878302,-11.190531,619,1,,36000,138,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,UHANGHY
142,,,7.878302,-11.190531,619,1,,36000,139,"SLRC Clinic Nongowa(Clinic),Kenema Government Hospital(Hospital),Under Fives Clinic Kenema(Clinic),Dama Surgery(Hospital),Ahmadiyya Mission Hospital Kenema(Hospital)",SL0009,Hangha Road,UHANGHZ
143,,,7.96557,-11.73928,619,1,,27000,20101,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,BOJON1
144,,,7.96557,-11.73928,619,1,,27000,20102,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,BOJON2
145,,,7.96557,-11.73928,619,1,,27000,20103,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,BOJON3
146,,,7.96557,-11.73928,619,1,,34000,71,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONI
147,,,7.96557,-11.73928,619,1,,34000,72,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONJ
148,,,7.96557,-11.73928,619,1,,34000,73,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONK
149,,,7.96557,-11.73928,619,1,,34000,74,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONM
150,,,7.96557,-11.73928,619,1,,34000,75,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONN
151,,,7.96557,-11.73928,619,1,,34000,76,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONP
152,,,7.96557,-11.73928,619,1,,34000,77,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONX
153,,,7.96557,-11.73928,619,1,,34000,78,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONY
154,,,7.96557,-11.73928,619,1,,34000,79,"Dougountoni Hospital(Hospital),Bo MCH Static(CHC),Nafaya(MCHP),Bo Government Hospital(Hospital),Kindoya Hospital(Hospital)",SL0010,Bojon Street,UBOJONZ
155,,,8.44968,-13.22355,619,1,,21000,20111,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,LCESTR1
156,,,8.44968,-13.22355,619,1,,21000,20114,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,LCESTR4
157,,,8.44968,-13.22355,619,1,,21000,20115,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,LCESTR5
158,,,8.44968,-13.22355,619,1,,10000,1101,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRI
159,,,8.44968,-13.22355,619,1,,10000,1102,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRJ
160,,,8.44968,-13.22355,619,1,,10000,1103,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRK
161,,,8.44968,-13.22355,619,1,,10000,1104,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRM
162,,,8.44968,-13.22355,619,1,,10000,1105,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRN
163,,,8.44968,-13.22355,619,1,,10000,1106,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRP
164,,,8.44968,-13.22355,619,1,,10000,1107,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRX
165,,,8.44968,-13.22355,619,1,,10000,1108,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRY
166,,,8.44968,-13.22355,619,1,,10000,1109,"Charlotte(CHP),Gloucester(CHP),George Brook (CHC),Epi Head Quarters(CHP),Sm Broderick School Health Clinic(Clinic)",SL0011,Leicester Peak,ULCSTRZ
167,,,8.489666,-13.210476,619,1,,22000,20121,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,CLINE1
168,,,8.489666,-13.210476,619,1,,22000,20122,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,CLINE2
169,,,8.489666,-13.210476,619,1,,22000,20123,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,CLINE3
170,,,8.489666,-13.210476,619,1,,10003,30091,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEI
171,,,8.489666,-13.210476,619,1,,10003,30092,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEJ
172,,,8.489666,-13.210476,619,1,,10003,30093,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEK
173,,,8.489666,-13.210476,619,1,,10003,84,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEM
174,,,8.489666,-13.210476,619,1,,10003,85,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEN
175,,,8.489666,-13.210476,619,1,,10003,86,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEP
176,,,8.489666,-13.210476,619,1,,10003,87,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEX
177,,,8.489666,-13.210476,619,1,,10003,88,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEY
178,,,8.489666,-13.210476,619,1,,10003,89,"SLRC Clinic Western Area(CHP),Princess Christian Maternity Hospital(Hospital),Holy Spirit Catholic Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP)",SL0012,Cline Town,UCLINEZ
179,,,8.169921,-12.418583,619,1,,23000,20131,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,MOYAMB1
180,,,8.169921,-12.418583,619,1,,23000,20132,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,MOYAMB2
181,,,8.169921,-12.418583,619,1,,23000,20133,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,MOYAMB3
182,,,8.169921,-12.418583,619,1,,34000,1314,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,UMYAMBM
183,,,8.169921,-12.418583,619,1,,34000,1315,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,UMYAMBN
184,,,8.169921,-12.418583,619,1,,34000,1316,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,UMYAMBP
185,,,8.169921,-12.418583,619,1,,34000,1317,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,UMYAMBX
186,,,8.169921,-12.418583,619,1,,34000,1318,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,UMYAMBY
187,,,8.169921,-12.418583,619,1,,34000,1319,"School Clinic(Clinic),Refferal(Hospital),Moyamba Static 2(CHC),Moyamba Static 1(CHC),Moyamba Government Hospital(Hospital)",SL0013,Moyamba,UMYAMBZ
188,,,7.950167,-11.74022,619,1,,27000,20141,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,BAGBO1
189,,,7.950167,-11.74022,619,1,,27000,20142,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,BAGBO2
190,,,7.950167,-11.74022,619,1,,27000,20143,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,BAGBO3
191,,,7.950167,-11.74022,619,1,,34000,21,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBOI
192,,,7.950167,-11.74022,619,1,,34000,22,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBOJ
193,,,7.950167,-11.74022,619,1,,34000,23,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBOK
194,,,7.950167,-11.74022,619,1,,34000,24,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBOM
195,,,7.950167,-11.74022,619,1,,34000,25,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBON
196,,,7.950167,-11.74022,619,1,,34000,26,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBOP
197,,,7.950167,-11.74022,619,1,,34000,27,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBOX
198,,,7.950167,-11.74022,619,1,,34000,28,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBOY
199,,,7.950167,-11.74022,619,1,,34000,29,"Agape Clinic(CHC),Kowama (Paramidical)(CHC),Morning Star(CHP),Kindoya Hospital(Hospital),Kandeh Town(CHP)",SL0014,Bagbo Hill,UBAGBOZ
200,,,7.859196,-11.18675,619,1,,26000,20151,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,DAMA1
201,,,7.859196,-11.18675,619,1,,26000,20152,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,DAMA2
202,,,7.859196,-11.18675,619,1,,26000,20153,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,DAMA3
203,,,7.859196,-11.18675,619,1,,36000,91,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,UDAMARI
204,,,7.859196,-11.18675,619,1,,36000,93,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,UDAMARK
205,,,7.859196,-11.18675,619,1,,36000,94,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,UDAMARM
206,,,7.859196,-11.18675,619,1,,36000,95,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,UDAMARN
207,,,7.859196,-11.18675,619,1,,36000,96,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,UDAMARP
208,,,7.859196,-11.18675,619,1,,36000,97,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,UDAMARX
209,,,7.859196,-11.18675,619,1,,36000,98,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,UDAMARY
210,,,7.859196,-11.18675,619,1,,36000,99,"Gbo Kakajama 1 MCHP(MCHP),Friends For Life Clinic(Clinic),Dama Surgery(Hospital),Gbo Lambayama 2 MCHP(MCHP),Nyandeyama(MCHP)",SL0015,Dama Road,UDAMARZ
211,,,8.481942,-13.253249,619,1,,21000,20161,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,CONGO1
212,,,8.481942,-13.253249,619,1,,21000,20162,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,CONGO2
213,,,8.481942,-13.253249,619,1,,21000,20163,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,CONGO3
214,,,8.481942,-13.253249,619,1,,10000,30121,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGOI
215,,,8.481942,-13.253249,619,1,,10000,30122,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGOJ
216,,,8.481942,-13.253249,619,1,,10000,30123,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGOK
217,,,8.481942,-13.253249,619,1,,10000,2194,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGOM
218,,,8.481942,-13.253249,619,1,,10000,2195,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGON
219,,,8.481942,-13.253249,619,1,,10000,2196,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGOP
220,,,8.481942,-13.253249,619,1,,10000,2197,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGOX
221,,,8.481942,-13.253249,619,1,,10000,2198,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGOY
222,,,8.481942,-13.253249,619,1,,10000,2199,"Grey Bush(CHC),Syke Street Dental Clinic(Other - Specialty),Youyi Building Clinic(Clinic),Wellington Medical Store(CHC),Blessed Mokaba Central (EPI)(CHP)",SL0016,Congo Town,UCONGOZ
223,,,8.476534,-13.197376,619,1,,22000,20171,"Julipha Ashobe Corner(MCHP),Kissy Mental Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP),Hamilton(CHP)",SL0017,Kissy Brook,KBROOK1
224,,,8.476534,-13.197376,619,1,,22000,20172,"Julipha Ashobe Corner(MCHP),Kissy Mental Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP),Hamilton(CHP)",SL0017,Kissy Brook,KBROOK2
225,,,8.476534,-13.197376,619,1,,22000,20173,"Julipha Ashobe Corner(MCHP),Kissy Mental Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP),Hamilton(CHP)",SL0017,Kissy Brook,KBROOK3
226,,,8.476534,-13.197376,619,1,,10003,30341,"Julipha Ashobe Corner(MCHP),Kissy Mental Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP),Hamilton(CHP)",SL0017,Kissy Brook,UKBROKI
227,,,8.476534,-13.197376,619,1,,10003,30342,"Julipha Ashobe Corner(MCHP),Kissy Mental Hospital(Hospital),Masuba Static (Clinic),Talia MCHP(MCHP),Hamilton(CHP)",SL0017,Kissy Brook,UKBROKJ
